osmid,y,x,street_count,highway,ref,geometry
206378333,41.3044667,2.0140192,1,,,POINT (2.0140192 41.3044667)
211305820,41.3064414,2.0114135,1,,,POINT (2.0114135 41.3064414)
211310173,41.307768,2.0127051,3,,,POINT (2.0127051 41.307768)
211310729,41.3079493,2.0126321,2,,,POINT (2.0126321 41.3079493)
211310730,41.3078453,2.0126876,2,,,POINT (2.0126876 41.3078453)
211310731,41.3078195,2.0127563,2,,,POINT (2.0127563 41.3078195)
211311619,41.3078453,2.0128679,3,,,POINT (2.0128679 41.3078453)
211311621,41.3079291,2.0129966,2,,,POINT (2.0129966 41.3079291)
211311623,41.3080744,2.0131103,3,,,POINT (2.0131103 41.3080744)
211311624,41.3081612,2.0131082,2,,,POINT (2.0131082 41.3081612)
211311626,41.3082143,2.0130599,2,,,POINT (2.0130599 41.3082143)
211311629,41.3082128,2.0128507,2,,,POINT (2.0128507 41.3082128)
211311630,41.3081225,2.0127305,2,,,POINT (2.0127305 41.3081225)
211311632,41.3080193,2.0126533,2,,,POINT (2.0126533 41.3080193)
211312187,41.3077932,2.012676,2,,,POINT (2.012676 41.3077932)
211313493,41.3082932,2.0132366,3,,,POINT (2.0132366 41.3082932)
211313834,41.3082549,2.0131095,2,,,POINT (2.0131095 41.3082549)
211317738,41.3093259,2.0143063,2,,,POINT (2.0143063 41.3093259)
211317741,41.3116634,2.016644,2,traffic_signals,,POINT (2.016644 41.3116634)
211317742,41.3136411,2.0186278,2,,,POINT (2.0186278 41.3136411)
211317743,41.3141148,2.0191475,2,,,POINT (2.0191475 41.3141148)
211318993,41.3169258,2.0220082,1,,,POINT (2.0220082 41.3169258)
211318996,41.3169314,2.0222203,1,,,POINT (2.0222203 41.3169314)
211319000,41.3171254,2.0222212,1,,,POINT (2.0222212 41.3171254)
211320730,41.317593,2.0227019,2,,,POINT (2.0227019 41.317593)
211320731,41.3179903,2.0232061,2,,,POINT (2.0232061 41.3179903)
211320732,41.3197461,2.0255578,3,,,POINT (2.0255578 41.3197461)
211321251,41.3198039,2.0258033,3,,,POINT (2.0258033 41.3198039)
211321253,41.3199441,2.0260186,3,,,POINT (2.0260186 41.3199441)
211321254,41.3201131,2.0258483,2,,,POINT (2.0258483 41.3201131)
211321256,41.3199398,2.0256221,3,,,POINT (2.0256221 41.3199398)
211321896,41.3200496,2.0259714,3,,,POINT (2.0259714 41.3200496)
211321900,41.3200989,2.0257285,3,,,POINT (2.0257285 41.3200989)
211321904,41.3198707,2.025654,2,,,POINT (2.025654 41.3198707)
211322510,41.319793,2.0256534,2,,,POINT (2.0256534 41.319793)
211323072,41.3198294,2.0255995,2,,,POINT (2.0255995 41.3198294)
211323333,41.320294,2.0262746,2,,,POINT (2.0262746 41.320294)
214922958,41.2953975,2.0243124,1,,,POINT (2.0243124 41.2953975)
243494580,41.3155682,2.0206153,2,,,POINT (2.0206153 41.3155682)
245491895,41.3114399,2.0266836,2,,,POINT (2.0266836 41.3114399)
245491900,41.3143504,2.0253685,2,crossing,,POINT (2.0253685 41.3143504)
245491902,41.3145566,2.0250509,2,bus_stop,107305,POINT (2.0250509 41.3145566)
245491904,41.3156193,2.0240239,2,,,POINT (2.0240239 41.3156193)
245491906,41.3160748,2.0234473,2,,,POINT (2.0234473 41.3160748)
245493082,41.3079871,2.0130518,2,,,POINT (2.0130518 41.3079871)
245935461,41.31231,1.9951095,1,,,POINT (1.9951095 41.31231)
245935865,41.3115706,2.001815,2,,,POINT (2.001815 41.3115706)
246811674,41.3104875,2.0038409,2,,,POINT (2.0038409 41.3104875)
473475862,41.2892561,2.0637476,1,,,POINT (2.0637476 41.2892561)
473475905,41.2883168,2.0659198,2,,,POINT (2.0659198 41.2883168)
473481295,41.2876744,2.0548472,1,,,POINT (2.0548472 41.2876744)
473481304,41.287532,2.0557536,1,,,POINT (2.0557536 41.287532)
473593975,41.2773192,2.0534137,1,,,POINT (2.0534137 41.2773192)
473593976,41.2772607,2.0533644,2,,,POINT (2.0533644 41.2772607)
473593977,41.277296,2.0523949,2,,,POINT (2.0523949 41.277296)
473593978,41.2773512,2.052061,2,,,POINT (2.052061 41.2773512)
473593979,41.2773899,2.0515546,2,,,POINT (2.0515546 41.2773899)
473593980,41.2774028,2.0512113,2,,,POINT (2.0512113 41.2774028)
473593981,41.2774028,2.0508766,2,,,POINT (2.0508766 41.2774028)
473593982,41.2773189,2.0505504,2,,,POINT (2.0505504 41.2773189)
473593983,41.2770845,2.0503477,2,,,POINT (2.0503477 41.2770845)
473593984,41.2768107,2.0501278,2,,,POINT (2.0501278 41.2768107)
473593985,41.2766821,2.0500325,2,,,POINT (2.0500325 41.2766821)
473593986,41.2766067,2.0499978,2,,,POINT (2.0499978 41.2766067)
473593987,41.2765185,2.0498123,2,,,POINT (2.0498123 41.2765185)
473593988,41.276349,2.0495246,2,,,POINT (2.0495246 41.276349)
473593989,41.2756615,2.0488354,2,,,POINT (2.0488354 41.2756615)
473593990,41.2756007,2.0488586,2,,,POINT (2.0488586 41.2756007)
473593992,41.2755163,2.0488939,2,,,POINT (2.0488939 41.2755163)
473593995,41.275358,2.0489539,2,,,POINT (2.0489539 41.275358)
473593999,41.2751156,2.048883,2,,,POINT (2.048883 41.2751156)
473594000,41.2750075,2.0488566,1,,,POINT (2.0488566 41.2750075)
475575577,41.2966362,2.0554488,1,,,POINT (2.0554488 41.2966362)
576359614,41.3115084,2.0015849,2,crossing,,POINT (2.0015849 41.3115084)
607644080,41.3242863,2.0138226,2,,,POINT (2.0138226 41.3242863)
607644081,41.3235679,2.0145726,2,,,POINT (2.0145726 41.3235679)
607644089,41.3220361,2.0161382,2,,,POINT (2.0161382 41.3220361)
607644091,41.3215474,2.0166448,3,,,POINT (2.0166448 41.3215474)
607644095,41.3203569,2.0177023,2,,,POINT (2.0177023 41.3203569)
607644344,41.31659,2.0216452,2,,,POINT (2.0216452 41.31659)
728705263,41.323036,2.0301739,2,,,POINT (2.0301739 41.323036)
728705271,41.3225643,2.0300579,2,,,POINT (2.0300579 41.3225643)
728705278,41.3222619,2.0296651,2,,,POINT (2.0296651 41.3222619)
728705281,41.3223455,2.0291089,2,,,POINT (2.0291089 41.3223455)
1091868516,41.3116231,2.0052439,1,,,POINT (2.0052439 41.3116231)
1091868517,41.3108875,2.0042395,2,,,POINT (2.0042395 41.3108875)
1091868533,41.3112152,2.0047056,2,,,POINT (2.0047056 41.3112152)
1092219034,41.317157,2.000968,1,,,POINT (2.000968 41.317157)
1092219043,41.3167387,2.0004087,1,,,POINT (2.0004087 41.3167387)
1094296689,41.3108572,2.0158337,2,,,POINT (2.0158337 41.3108572)
1105149728,41.3210608,2.0171331,3,,,POINT (2.0171331 41.3210608)
1105149745,41.3170117,2.0114334,1,,,POINT (2.0114334 41.3170117)
1105149764,41.3219488,2.0147398,2,,,POINT (2.0147398 41.3219488)
1105149775,41.3195815,2.0109926,2,,,POINT (2.0109926 41.3195815)
1105149778,41.3186876,2.0095969,2,,,POINT (2.0095969 41.3186876)
1108381682,41.317807,2.0125511,2,,,POINT (2.0125511 41.317807)
1108381685,41.3183909,2.011821,2,,,POINT (2.011821 41.3183909)
1109639608,41.3200179,2.0256249,2,,,POINT (2.0256249 41.3200179)
1116623956,41.319315,2.0105713,2,,,POINT (2.0105713 41.319315)
1118733996,41.3200086,2.0260044,2,,,POINT (2.0260044 41.3200086)
1119093874,41.3249716,2.0130957,1,,,POINT (2.0130957 41.3249716)
1119093895,41.3251084,2.0131406,1,,,POINT (2.0131406 41.3251084)
1119093896,41.3251639,2.0130561,1,,,POINT (2.0130561 41.3251639)
1124981402,41.3230123,2.0171696,2,,,POINT (2.0171696 41.3230123)
1124981403,41.3230421,2.0172804,2,,,POINT (2.0172804 41.3230421)
1124981404,41.3231259,2.0172887,3,,,POINT (2.0172887 41.3231259)
1124981405,41.323158,2.0172471,2,,,POINT (2.0172471 41.323158)
1124981406,41.3231634,2.0171595,3,,,POINT (2.0171595 41.3231634)
1124981407,41.3231087,2.0170934,2,,,POINT (2.0170934 41.3231087)
1124981409,41.3236062,2.0169143,2,,,POINT (2.0169143 41.3236062)
1124981410,41.32464,2.0164486,2,,,POINT (2.0164486 41.32464)
1124981411,41.3260162,2.0159768,1,,,POINT (2.0159768 41.3260162)
1124981438,41.325587,2.0141556,2,,,POINT (2.0141556 41.325587)
1124981460,41.3260179,2.0158539,1,,,POINT (2.0158539 41.3260179)
1124981481,41.3261146,2.0158003,1,,,POINT (2.0158003 41.3261146)
1124981498,41.3258378,2.0149013,2,,,POINT (2.0149013 41.3258378)
1124981501,41.3259127,2.0152177,2,,,POINT (2.0152177 41.3259127)
1124981502,41.3260037,2.0156975,2,crossing,,POINT (2.0156975 41.3260037)
1124981512,41.3260536,2.0154323,2,,,POINT (2.0154323 41.3260536)
1124981515,41.3258684,2.0146942,2,,,POINT (2.0146942 41.3258684)
1124981518,41.3256854,2.0141363,2,,,POINT (2.0141363 41.3256854)
1128828470,41.3210883,2.0272971,2,,,POINT (2.0272971 41.3210883)
1128828482,41.3221314,2.0289688,2,traffic_signals,,POINT (2.0289688 41.3221314)
1129273458,41.3212585,2.024381,2,crossing,,POINT (2.024381 41.3212585)
1129273459,41.321236,2.0242115,3,,,POINT (2.0242115 41.321236)
1129273460,41.3211771,2.0242802,1,crossing,,POINT (2.0242802 41.3211771)
1129273462,41.3184148,2.0237684,2,,,POINT (2.0237684 41.3184148)
1130841537,41.3204322,2.0179758,2,crossing,,POINT (2.0179758 41.3204322)
1130841538,41.3201186,2.0185687,2,,,POINT (2.0185687 41.3201186)
1130841539,41.3197489,2.0193925,2,,,POINT (2.0193925 41.3197489)
1130841540,41.3193985,2.0201003,2,,,POINT (2.0201003 41.3193985)
1130841541,41.3190849,2.0205904,2,,,POINT (2.0205904 41.3190849)
1130841542,41.3187909,2.0209698,3,,,POINT (2.0209698 41.3187909)
1130841543,41.3182988,2.0214397,2,,,POINT (2.0214397 41.3182988)
1130841544,41.3177594,2.0218405,2,,,POINT (2.0218405 41.3177594)
1130841545,41.3175494,2.0219307,2,,,POINT (2.0219307 41.3175494)
1130841546,41.3171453,2.0220527,1,,,POINT (2.0220527 41.3171453)
1130841547,41.3171466,2.0221457,1,,,POINT (2.0221457 41.3171466)
1130841548,41.3176403,2.0220248,2,,,POINT (2.0220248 41.3176403)
1130841549,41.317884,2.0219489,2,crossing,,POINT (2.0219489 41.317884)
1130841550,41.3184443,2.0217008,2,,,POINT (2.0217008 41.3184443)
1130841551,41.3187336,2.0214975,2,,,POINT (2.0214975 41.3187336)
1130841552,41.3189816,2.0212142,4,,,POINT (2.0212142 41.3189816)
1130841553,41.3192247,2.020952,2,,,POINT (2.020952 41.3192247)
1130841554,41.3194414,2.0207707,2,,,POINT (2.0207707 41.3194414)
1130841555,41.319716,2.0206053,2,,,POINT (2.0206053 41.319716)
1130841556,41.3200614,2.020475,2,,,POINT (2.020475 41.3200614)
1130841557,41.3204305,2.0203473,2,,,POINT (2.0203473 41.3204305)
1130841558,41.3208959,2.0201013,2,crossing,,POINT (2.0201013 41.3208959)
1130841559,41.3212008,2.0199059,2,,,POINT (2.0199059 41.3212008)
1130841560,41.3216541,2.0195368,2,,,POINT (2.0195368 41.3216541)
1130841561,41.3219369,2.0192557,2,,,POINT (2.0192557 41.3219369)
1130841562,41.3220984,2.019024,2,,,POINT (2.019024 41.3220984)
1130841563,41.3222426,2.0187474,3,,,POINT (2.0187474 41.3222426)
1130841564,41.3224972,2.0181227,2,,,POINT (2.0181227 41.3224972)
1130841565,41.3226354,2.0177885,2,,,POINT (2.0177885 41.3226354)
